Question,Answer
에버턴의 EFL 우승 기록 알려줘,"에버턴 FC는 EFL(EFL Championship), 즉 잉글랜드 풋볼 리그 챔피언십에서 2회 우승한 기록을 보유하고 있습니다. EFL 챔피언십은 현재 잉글랜드 축구 리그 시스템의 2부 리그로, 에버턴의 EFL 챔피언십 우승 시즌은 다음과 같습니다: 

1930–31 
1971–72"
에버턴의 EFL 우승 기록이 어떻게 돼,"에버턴 FC는 EFL(EFL Championship), 즉 잉글랜드 풋볼 리그 챔피언십에서 2회 우승한 기록을 보유하고 있습니다. EFL 챔피언십은 현재 잉글랜드 축구 리그 시스템의 2부 리그로, 에버턴의 EFL 챔피언십 우승 시즌은 다음과 같습니다: 

1930–31 
1971–72"
에버턴 EFL 우승 기록,"에버턴 FC는 EFL(EFL Championship), 즉 잉글랜드 풋볼 리그 챔피언십에서 2회 우승한 기록을 보유하고 있습니다. EFL 챔피언십은 현재 잉글랜드 축구 리그 시스템의 2부 리그로, 에버턴의 EFL 챔피언십 우승 시즌은 다음과 같습니다: 

1930–31 
1971–72"
에버턴의 FA 커뮤니티 실드 우승 기록 알려줘,"에버턴 FC는 FA 커뮤니티 실드(FA Community Shield)에서 총 9회 우승한 기록을 보유하고 있습니다. FA 커뮤니티 실드는 잉글랜드의 시즌 시작을 알리는 전통적인 경기로, 잉글랜드 프리미어리그 우승팀과 FA컵 우승팀 간의 대결입니다. 에버턴의 FA 커뮤니티 실드 우승 시즌은 다음과 같습니다: 

1928 
1932 
1963 
1966 
1970 
1984 
1985 
1986 
1995"
에버턴의 FA 커뮤니티 실드 우승 기록이 어떻게 돼,"에버턴 FC는 FA 커뮤니티 실드(FA Community Shield)에서 총 9회 우승한 기록을 보유하고 있습니다. FA 커뮤니티 실드는 잉글랜드의 시즌 시작을 알리는 전통적인 경기로, 잉글랜드 프리미어리그 우승팀과 FA컵 우승팀 간의 대결입니다. 에버턴의 FA 커뮤니티 실드 우승 시즌은 다음과 같습니다: 

1928 
1932 
1963 
1966 
1970 
1984 
1985 
1986 
1995"
에버턴 FA 커뮤니티 실드 우승 기록,"에버턴 FC는 FA 커뮤니티 실드(FA Community Shield)에서 총 9회 우승한 기록을 보유하고 있습니다. FA 커뮤니티 실드는 잉글랜드의 시즌 시작을 알리는 전통적인 경기로, 잉글랜드 프리미어리그 우승팀과 FA컵 우승팀 간의 대결입니다. 에버턴의 FA 커뮤니티 실드 우승 시즌은 다음과 같습니다: 

1928 
1932 
1963 
1966 
1970 
1984 
1985 
1986 
1995"
에버턴의 유로파리그 우승 기록 알려줘,에버턴 FC는 유로파리그(구 UEFA컵)에서 우승한 기록이 없습니다.
에버턴의 유로파리그 우승 기록이 어떻게 돼,에버턴 FC는 유로파리그(구 UEFA컵)에서 우승한 기록이 없습니다.
에버턴 유로파리그 우승 기록,에버턴 FC는 유로파리그(구 UEFA컵)에서 우승한 기록이 없습니다.
에버턴의 챔피언스리그 우승 기록 알려줘,에버턴 FC는 UEFA 챔피언스리그(구 UEFA 챔피언스컵)에서 우승한 기록이 없습니다.
에버턴의 챔피언스리그 우승 기록이 어떻게 돼,에버턴 FC는 UEFA 챔피언스리그(구 UEFA 챔피언스컵)에서 우승한 기록이 없습니다.
에버턴 챔피언스리그 우승 기록,에버턴 FC는 UEFA 챔피언스리그(구 UEFA 챔피언스컵)에서 우승한 기록이 없습니다.
에버턴의 최고 이적료 영입 선수가 누구야,"현재 에버턴 FC의 최고 이적료 영입 선수는 알렉스 이워비(Alex Iwobi)입니다. 

알렉스 이워비는 2019년 8월 아스널 FC에서 에버턴으로 이적하면서 에버턴이 기록한 최고 이적료를 갱신했습니다. 이적료는 약 4,500만 파운드(약 6,000만 유로)로, 이는 에버턴이 지불한 금액 중 가장 높은 액수입니다."
에버턴의 최고 이적료 영입 선수 알려줘,"현재 에버턴 FC의 최고 이적료 영입 선수는 알렉스 이워비(Alex Iwobi)입니다. 

알렉스 이워비는 2019년 8월 아스널 FC에서 에버턴으로 이적하면서 에버턴이 기록한 최고 이적료를 갱신했습니다. 이적료는 약 4,500만 파운드(약 6,000만 유로)로, 이는 에버턴이 지불한 금액 중 가장 높은 액수입니다."
에버턴 최고 이적료 영입,"현재 에버턴 FC의 최고 이적료 영입 선수는 알렉스 이워비(Alex Iwobi)입니다. 

알렉스 이워비는 2019년 8월 아스널 FC에서 에버턴으로 이적하면서 에버턴이 기록한 최고 이적료를 갱신했습니다. 이적료는 약 4,500만 파운드(약 6,000만 유로)로, 이는 에버턴이 지불한 금액 중 가장 높은 액수입니다."
에버턴의 최고 이적료 방출 선수가 누구야,"현재 에버턴 FC의 최고 이적료 방출 선수는 리차르리송(Richarlison)입니다. 

리차르리송은 2022년 여름에 토트넘 홋스퍼로 이적하면서 에버턴의 최고 이적료 방출 기록을 세웠습니다. 이적료는 약 6,000만 파운드(약 7,000만 유로)로, 이는 에버턴이 받은 금액 중 가장 높은 액수입니다."
에버턴의 최고 이적료 방출 선수 알려줘,"현재 에버턴 FC의 최고 이적료 방출 선수는 리차르리송(Richarlison)입니다. 

리차르리송은 2022년 여름에 토트넘 홋스퍼로 이적하면서 에버턴의 최고 이적료 방출 기록을 세웠습니다. 이적료는 약 6,000만 파운드(약 7,000만 유로)로, 이는 에버턴이 받은 금액 중 가장 높은 액수입니다."
에버턴 최고 이적료 방출,"현재 에버턴 FC의 최고 이적료 방출 선수는 리차르리송(Richarlison)입니다. 

리차르리송은 2022년 여름에 토트넘 홋스퍼로 이적하면서 에버턴의 최고 이적료 방출 기록을 세웠습니다. 이적료는 약 6,000만 파운드(약 7,000만 유로)로, 이는 에버턴이 받은 금액 중 가장 높은 액수입니다."
에버턴의 최근 영입 선수가 누구야,"2024년 현재 에버턴 FC의 최근 영입 선수 중 하나는 조지 스튜어트(George Stuart)입니다. 

조지 스튜어트는 2024년 여름 이적 시장에서 에버턴으로 영입된 선수입니다. 그는 주로 미드필더로 활동하며, 팀의 중원에 새로운 활력을 불어넣기 위해 영입되었습니다."
에버턴의 최근 영입 선수 알려줘,"2024년 현재 에버턴 FC의 최근 영입 선수 중 하나는 조지 스튜어트(George Stuart)입니다. 

조지 스튜어트는 2024년 여름 이적 시장에서 에버턴으로 영입된 선수입니다. 그는 주로 미드필더로 활동하며, 팀의 중원에 새로운 활력을 불어넣기 위해 영입되었습니다."
에버턴 최근 영입,"2024년 현재 에버턴 FC의 최근 영입 선수 중 하나는 조지 스튜어트(George Stuart)입니다. 

조지 스튜어트는 2024년 여름 이적 시장에서 에버턴으로 영입된 선수입니다. 그는 주로 미드필더로 활동하며, 팀의 중원에 새로운 활력을 불어넣기 위해 영입되었습니다."
에버턴의 최근 방출 선수가 누구야,2024년 현재 에버턴 FC의 최근 방출 선수 중 하나는 이브라힘 아코네(Ibrahim Akone)입니다
에버턴의 최근 방출 선수 알려줘,2024년 현재 에버턴 FC의 최근 방출 선수 중 하나는 이브라힘 아코네(Ibrahim Akone)입니다
에버턴 최근 방출,2024년 현재 에버턴 FC의 최근 방출 선수 중 하나는 이브라힘 아코네(Ibrahim Akone)입니다
에버턴의 최다 출장 선수 알려줘,"에버턴 FC의 최다 출장 선수는 필 네빌(Phil Neville)입니다. 

필 네빌은 에버턴에서 2005년부터 2013년까지 활약하며 총 303경기에 출전했습니다."
에버턴의 최다 출장 선수 누구야,"에버턴 FC의 최다 출장 선수는 필 네빌(Phil Neville)입니다. 

필 네빌은 에버턴에서 2005년부터 2013년까지 활약하며 총 303경기에 출전했습니다."
에버턴 최다 출장,"에버턴 FC의 최다 출장 선수는 필 네빌(Phil Neville)입니다. 

필 네빌은 에버턴에서 2005년부터 2013년까지 활약하며 총 303경기에 출전했습니다."
에버턴의 최다 득점 선수 누구야,"에버턴 FC의 최다 득점 선수는 해리 칼리(Harry Catterick)입니다. 

해리 칼리는 에버턴에서 1950년대와 1960년대 초에 활동하며 총 159골을 기록했습니다"
에버턴의 최다 득점은 누가 했어,"에버턴 FC의 최다 득점 선수는 해리 칼리(Harry Catterick)입니다. 

해리 칼리는 에버턴에서 1950년대와 1960년대 초에 활동하며 총 159골을 기록했습니다"
에버턴 최다 득점,"에버턴 FC의 최다 득점 선수는 해리 칼리(Harry Catterick)입니다. 

해리 칼리는 에버턴에서 1950년대와 1960년대 초에 활동하며 총 159골을 기록했습니다"
에버턴의 역사에 대해 알려줘,"에버턴 FC의 역사는 영국 축구의 전통과 성공을 잘 보여주는 이야기입니다. 클럽의 역사적 발전과 주요 성과는 다음과 같습니다: 

창립과 초기 역사 
창립: 에버턴 FC는 1878년 3월 20일에 창립되었습니다. 창립 당시의 이름은 ""스타 로버스 (St. Domingo's FC)""였으며, 1879년 에버턴으로 변경되었습니다. 
초기 리그 성공: 에버턴은 1888년에 잉글랜드 풋볼 리그의 창립 멤버 중 하나로 참여했으며, 1891년에 처음으로 리그 우승을 차지했습니다. 
20세기 초 
리그 우승: 에버턴은 1928-29 시즌과 1931-32 시즌에 다시 리그 우승을 차지했습니다. 이 시기에 클럽은 꾸준한 성공을 거두었으며, 1938-39 시즌에도 리그 우승을 기록했습니다. 
전후 시대: 제2차 세계대전 후, 에버턴은 1962-63 시즌과 1968-69 시즌에 리그 우승을 차지하며 다시 부활했습니다. 
1980년대와 성공 
리그 우승: 에버턴은 1984-85 시즌과 1986-87 시즌에 잉글랜드 리그 우승을 차지했습니다. 1984-85 시즌에는 잉글랜드 FA컵과 유럽 컵 위너스컵(현재의 유로파리그)도 우승하며 유럽 무대에서도 큰 성공을 거두었습니다. 
컵 대회: 1983-84 시즌에 FA컵 우승을 차지하며 국내 컵 대회에서도 성공을 거두었습니다. 
현대 시대 
프리미어리그 출범: 1992년에 프리미어리그가 출범한 이후, 에버턴은 프리미어리그에서도 활동하며 중상위권을 유지해왔습니다. 
최근 성적: 최근 몇 년 동안에는 프리미어리그에서 상위권 경쟁보다는 중하위권에서 머무는 경우가 많았습니다. 클럽은 유럽 대회에서의 성과를 목표로 하고 있지만, 주요 대회에서의 우승 기록은 부족합니다. 
클럽 문화와 팬 
경기장: 에버턴은 굿슨 파크(Goodison Park)를 홈구장으로 사용하고 있으며, 1892년부터 사용해온 역사 깊은 경기장입니다. 
팬 문화: 에버턴 FC는 열정적인 팬층을 보유하고 있으며, 지역 사회와의 강한 유대감을 자랑합니다. 팬들은 클럽의 오랜 역사와 전통을 자부심으로 여기며, 팀의 성공을 위한 열렬한 지원을 아끼지 않습니다."
에버턴의 역사가 어떻게 돼,"에버턴 FC의 역사는 영국 축구의 전통과 성공을 잘 보여주는 이야기입니다. 클럽의 역사적 발전과 주요 성과는 다음과 같습니다: 

창립과 초기 역사 
창립: 에버턴 FC는 1878년 3월 20일에 창립되었습니다. 창립 당시의 이름은 ""스타 로버스 (St. Domingo's FC)""였으며, 1879년 에버턴으로 변경되었습니다. 
초기 리그 성공: 에버턴은 1888년에 잉글랜드 풋볼 리그의 창립 멤버 중 하나로 참여했으며, 1891년에 처음으로 리그 우승을 차지했습니다. 
20세기 초 
리그 우승: 에버턴은 1928-29 시즌과 1931-32 시즌에 다시 리그 우승을 차지했습니다. 이 시기에 클럽은 꾸준한 성공을 거두었으며, 1938-39 시즌에도 리그 우승을 기록했습니다. 
전후 시대: 제2차 세계대전 후, 에버턴은 1962-63 시즌과 1968-69 시즌에 리그 우승을 차지하며 다시 부활했습니다. 
1980년대와 성공 
리그 우승: 에버턴은 1984-85 시즌과 1986-87 시즌에 잉글랜드 리그 우승을 차지했습니다. 1984-85 시즌에는 잉글랜드 FA컵과 유럽 컵 위너스컵(현재의 유로파리그)도 우승하며 유럽 무대에서도 큰 성공을 거두었습니다. 
컵 대회: 1983-84 시즌에 FA컵 우승을 차지하며 국내 컵 대회에서도 성공을 거두었습니다. 
현대 시대 
프리미어리그 출범: 1992년에 프리미어리그가 출범한 이후, 에버턴은 프리미어리그에서도 활동하며 중상위권을 유지해왔습니다. 
최근 성적: 최근 몇 년 동안에는 프리미어리그에서 상위권 경쟁보다는 중하위권에서 머무는 경우가 많았습니다. 클럽은 유럽 대회에서의 성과를 목표로 하고 있지만, 주요 대회에서의 우승 기록은 부족합니다. 
클럽 문화와 팬 
경기장: 에버턴은 굿슨 파크(Goodison Park)를 홈구장으로 사용하고 있으며, 1892년부터 사용해온 역사 깊은 경기장입니다. 
팬 문화: 에버턴 FC는 열정적인 팬층을 보유하고 있으며, 지역 사회와의 강한 유대감을 자랑합니다. 팬들은 클럽의 오랜 역사와 전통을 자부심으로 여기며, 팀의 성공을 위한 열렬한 지원을 아끼지 않습니다."
에버턴 역사,"에버턴 FC의 역사는 영국 축구의 전통과 성공을 잘 보여주는 이야기입니다. 클럽의 역사적 발전과 주요 성과는 다음과 같습니다: 

창립과 초기 역사 
창립: 에버턴 FC는 1878년 3월 20일에 창립되었습니다. 창립 당시의 이름은 ""스타 로버스 (St. Domingo's FC)""였으며, 1879년 에버턴으로 변경되었습니다. 
초기 리그 성공: 에버턴은 1888년에 잉글랜드 풋볼 리그의 창립 멤버 중 하나로 참여했으며, 1891년에 처음으로 리그 우승을 차지했습니다. 
20세기 초 
리그 우승: 에버턴은 1928-29 시즌과 1931-32 시즌에 다시 리그 우승을 차지했습니다. 이 시기에 클럽은 꾸준한 성공을 거두었으며, 1938-39 시즌에도 리그 우승을 기록했습니다. 
전후 시대: 제2차 세계대전 후, 에버턴은 1962-63 시즌과 1968-69 시즌에 리그 우승을 차지하며 다시 부활했습니다. 
1980년대와 성공 
리그 우승: 에버턴은 1984-85 시즌과 1986-87 시즌에 잉글랜드 리그 우승을 차지했습니다. 1984-85 시즌에는 잉글랜드 FA컵과 유럽 컵 위너스컵(현재의 유로파리그)도 우승하며 유럽 무대에서도 큰 성공을 거두었습니다. 
컵 대회: 1983-84 시즌에 FA컵 우승을 차지하며 국내 컵 대회에서도 성공을 거두었습니다. 
현대 시대 
프리미어리그 출범: 1992년에 프리미어리그가 출범한 이후, 에버턴은 프리미어리그에서도 활동하며 중상위권을 유지해왔습니다. 
최근 성적: 최근 몇 년 동안에는 프리미어리그에서 상위권 경쟁보다는 중하위권에서 머무는 경우가 많았습니다. 클럽은 유럽 대회에서의 성과를 목표로 하고 있지만, 주요 대회에서의 우승 기록은 부족합니다. 
클럽 문화와 팬 
경기장: 에버턴은 굿슨 파크(Goodison Park)를 홈구장으로 사용하고 있으며, 1892년부터 사용해온 역사 깊은 경기장입니다. 
팬 문화: 에버턴 FC는 열정적인 팬층을 보유하고 있으며, 지역 사회와의 강한 유대감을 자랑합니다. 팬들은 클럽의 오랜 역사와 전통을 자부심으로 여기며, 팀의 성공을 위한 열렬한 지원을 아끼지 않습니다."
에버턴의 스폰서 알려줘,"에버턴 FC의 현재 스폰서는 ""Stake.com""입니다. 

Stake.com은 암호화폐 및 스포츠 베팅 플랫폼으로, 에버턴 FC의 공식 스폰서로 활동하고 있습니다. 스폰서십 계약에 따라 Stake.com의 로고는 에버턴의 유니폼과 관련 마케팅 자료에 포함됩니다."
에버턴의 스폰서 누구야,"에버턴 FC의 현재 스폰서는 ""Stake.com""입니다. 

Stake.com은 암호화폐 및 스포츠 베팅 플랫폼으로, 에버턴 FC의 공식 스폰서로 활동하고 있습니다. 스폰서십 계약에 따라 Stake.com의 로고는 에버턴의 유니폼과 관련 마케팅 자료에 포함됩니다."
